conversation_id,channel,customer_message,language,synthetic,annotator_1_label,annotator_2_label,annotator_3_label,adjudicated_intent,annotation_confidence,review_status,reviewer_id
CONV-00165,mobile_app,Quick question: Do you have an update on ORD-100151? I want to know where it stands. I’m trying to sort this out before the end of the day. Thanks.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-00166,mobile_app,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. I'd appreciate your help.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00167,chat,Could you tell me the current status of my refund?,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-00168,web_form,I’m contacting support because I see two charges for the same purchase. Can you check?,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-00169,chat,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Can you check?,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-00170,email,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,wrong_item,damaged_item,damaged_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-00171,chat,Please advise: I received a security alert for an unfamiliar sign-in. I placed the order earlier today. Any guidance would be helpful.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-00172,email,I wanted to check whether Please stop ORD-101807 before it is dispatched. This is my first time dealing with this issue. Thank you.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-00173,chat,"I wanted to check whether The box arrived, but adapter wasn't inside. Thank you.",en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-00174,mobile_app,Just checking — I can't recall my password and need to change it. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-00175,web_form,Please advise: My parcel is 1 days late. Can you investigate? I placed the order earlier today. I'd appreciate your help.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-00176,mobile_app,Something about my account activity looks suspicious. This is my first time dealing with this issue. Thank you.,en,True,account_security,account_security,password_reset,account_security,medium,adjudicated,REVIEWER-001
CONV-00177,web_form,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Thank you.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-00178,web_form,"Hi, I think someone may have accessed my account. I placed the order earlier today. I’d like to resolve this today.",en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-00179,email,I wanted to check whether The promised delivery window is over for ORD-100279. I haven't changed anything on my account. Can you check?,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-00180,email,Just checking — It looks like I was billed twice for ORD-101741. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-00181,chat,Could you explain the available options for this product? I haven't changed anything on my account. Thank you.,en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-00182,chat,Just checking — The login page won't let me access my account. I placed the order earlier today. I'd appreciate your help.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-00183,mobile_app,I no longer want this order. Is cancellation still possible? I haven't changed anything on my account.,en,True,order_status,order_cancellation,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-00184,chat,I’m checking on ORD-100100. Could you tell me its current status? I haven't changed anything on my account. Can you check?,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-00185,web_form,Quick question: I keep getting rejected when I try to sign in. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-00186,web_form,I need some help. Can I change the shipping address for ORD-103570? This is my first time dealing with this issue.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00187,chat,I’m contacting support because How do I change the address attached to my order? This is my first time dealing with this issue. Thank you.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00188,email,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00189,web_form,"Hello, When should ORD-100530 arrive? I haven't changed anything on my account. Can you check?",en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-00190,chat,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-00191,email,Could you help me? What is the estimated delivery date for my package? I placed the order earlier today. Any guidance would be helpful.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-00192,chat,Please advise: Could you help me end my recurring plan? I placed the order earlier today. I'd appreciate your help.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-00193,web_form,Please advise: Could you help me end my recurring plan? I placed the order earlier today. Any guidance would be helpful.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-00194,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. I haven't changed anything on my account. Can you check?,en,True,product_information,product_information,promo_code,product_information,medium,adjudicated,REVIEWER-001
CONV-00195,web_form,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Thank you.",en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
