conversation_id,channel,customer_message,language,synthetic
CONV-00261,email,Quick question: I think I was charged more than once for a single checkout. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00262,mobile_app,Please advise: The product has a crack that wasn't shown in the listing. I placed the order earlier today. Thanks.,en,True
CONV-00263,email,Just checking — There is visible damage on the item I received. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-00264,email,I’m contacting support because Where should I enter my promo code?,en,True
CONV-00265,mobile_app,My payment is being declined at checkout. This is my first time dealing with this issue. Please let me know.,en,True
CONV-00266,mobile_app,Quick question: I think I was charged more than once for a single checkout. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-00267,web_form,Just checking — The item I received isn't the one I ordered. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00268,chat,"Hello, I received the package, but one of the products is absent. This is my first time dealing with this issue. Thank you.",en,True
CONV-00269,mobile_app,My account suddenly won't let me log in. Can you check?,en,True
CONV-00270,email,Please advise: Would you mind checking the latest status of ORD-100149? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00271,chat,What is the estimated delivery date for my package? Please let me know.,en,True
CONV-00272,mobile_app,"I wanted to check whether I have tried several times, but the transaction won't go through. Please let me know.",en,True
CONV-00273,mobile_app,Has the courier scanned ORD-104917 yet? I haven't changed anything on my account. Can you check?,en,True
CONV-00274,chat,I’m contacting support because Can you see what stage ORD-100012 is at right now? Can you check?,en,True
CONV-00275,mobile_app,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. I haven't changed anything on my account. Can you check?,en,True
CONV-00276,chat,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Can you check?,en,True
CONV-00277,email,"I wanted to check whether I have tried several times, but the transaction won't go through. This is my first time dealing with this issue. Can you check?",en,True
CONV-00278,mobile_app,"Hi, My multi-item order is incomplete. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-00279,web_form,"Hello, I entered the wrong delivery address. Can it be corrected? I haven't changed anything on my account. Can you check?",en,True
CONV-00280,web_form,Please advise: I can't finish the purchase because the payment isn't accepted. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00281,email,Quick question: Can you tell me more about this product's features? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00282,mobile_app,Quick question: Can you tell me more about this product's features? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00283,mobile_app,Could you help me? What is the estimated delivery date for my package? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-00284,mobile_app,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00285,web_form,I wanted to check whether I think I was charged more than once for a single checkout. This is my first time dealing with this issue.,en,True
CONV-00286,web_form,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00287,web_form,I need some help. Has the refund for ORD-101210 been issued yet? This is my first time dealing with this issue. Please let me know.,en,True
CONV-00288,web_form,Please advise: I received a security alert for an unfamiliar sign-in. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00289,chat,Just checking — Can you help me cancel my recent order? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-00290,email,"Hi, Roughly how long will delivery take? I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-00291,email,I need some help. The delivery date for ORD-100491 has passed and I'm still waiting.,en,True
CONV-00292,chat,Please advise: I'm locked out of my account and need access. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-00293,mobile_app,I’m contacting support because Something different was packed instead of what I purchased. I haven't changed anything on my account. Please let me know.,en,True
CONV-00294,mobile_app,Quick question: The item arrived damaged. What should I do? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00295,chat,I need some help. I can't recall my password and need to change it. I haven't changed anything on my account. Can you check?,en,True
CONV-00296,email,Quick question: Can you give me an ETA for this shipment? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00297,chat,"Hi, Something different was packed instead of what I purchased. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-00298,email,Quick question: The item arrived damaged. What should I do? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00299,web_form,Just checking — The discount isn't being applied even though I entered the code. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00300,web_form,I need some help. Has the refund for ORD-101170 been issued yet? I haven't changed anything on my account. Please let me know.,en,True
CONV-00301,chat,I’m contacting support because Can you see what stage ORD-100132 is at right now? Can you check?,en,True
CONV-00302,email,I need some help. The delivery date for ORD-100471 has passed and I'm still waiting. I haven't changed anything on my account. Can you check?,en,True
CONV-00303,email,Please advise: I forgot my password. How can I reset it? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
